Gregorian_date,lunar_day,number_lunar_days,lunar_month,Gregorian_month,season,mean_daily_temp,system,tank_id,colony_id,RO_<5 included,RT_angle_ALL,RO,RT_remove_NA,RT_angle
2021-09-16,10,29,Aug_2021,Sep_2021,fall,28.66394444,FTS,FTS_tank1,FTS_colony6,0,124.137931,0,0,NA
2021-09-17,11,29,Aug_2021,Sep_2021,fall,28.61356944,FTS,FTS_tank1,FTS_colony6,0,136.5517241,0,0,NA
2021-09-18,12,29,Aug_2021,Sep_2021,fall,28.53627778,FTS,FTS_tank1,FTS_colony6,0,148.9655172,0,0,NA
2021-09-19,13,29,Aug_2021,Sep_2021,fall,28.59959722,FTS,FTS_tank1,FTS_colony6,0,161.3793103,0,0,NA
2021-09-20,14,29,Aug_2021,Sep_2021,fall,28.63971528,FTS,FTS_tank1,FTS_colony6,0,173.7931034,0,0,NA
2021-09-21,15,29,Aug_2021,Sep_2021,fall,28.71129861,FTS,FTS_tank1,FTS_colony6,0,186.2068966,0,0,NA
2021-09-22,16,29,Aug_2021,Sep_2021,fall,28.51708333,FTS,FTS_tank1,FTS_colony6,0,198.6206897,0,0,NA
2021-09-23,17,29,Aug_2021,Sep_2021,fall,28.53283333,FTS,FTS_tank1,FTS_colony6,0,211.0344828,0,0,NA
2021-09-24,18,29,Aug_2021,Sep_2021,fall,28.674125,FTS,FTS_tank1,FTS_colony6,0,223.4482759,0,0,NA
2021-09-25,19,29,Aug_2021,Sep_2021,fall,28.54946528,FTS,FTS_tank1,FTS_colony6,0,235.862069,0,0,NA
2021-09-26,20,29,Aug_2021,Sep_2021,fall,28.67140278,FTS,FTS_tank1,FTS_colony6,0,248.2758621,0,0,NA
2021-09-27,21,29,Aug_2021,Sep_2021,fall,28.6948125,FTS,FTS_tank1,FTS_colony6,0,260.6896552,0,0,NA
2021-09-28,22,29,Aug_2021,Sep_2021,fall,28.63286806,FTS,FTS_tank1,FTS_colony6,0,273.1034483,0,0,NA
2021-09-29,23,29,Aug_2021,Sep_2021,fall,28.62525,FTS,FTS_tank1,FTS_colony6,0,285.5172414,0,0,NA
2021-09-30,24,29,Aug_2021,Sep_2021,fall,28.68663194,FTS,FTS_tank1,FTS_colony6,0,297.9310345,0,0,NA
2021-10-01,25,29,Aug_2021,Sep_2021,fall,28.69767361,FTS,FTS_tank1,FTS_colony6,0,310.3448276,0,0,NA
2021-10-02,26,29,Aug_2021,Sep_2021,fall,28.54058333,FTS,FTS_tank1,FTS_colony6,3,322.7586207,0,0,NA
2021-10-03,27,29,Aug_2021,Sep_2021,fall,28.68986806,FTS,FTS_tank1,FTS_colony6,0,335.1724138,0,0,NA
2021-10-04,28,29,Aug_2021,Sep_2021,fall,28.7413125,FTS,FTS_tank1,FTS_colony6,0,347.5862069,0,0,NA
2021-10-05,29,29,Aug_2021,Sep_2021,fall,28.64176389,FTS,FTS_tank1,FTS_colony6,0,360,0,0,NA
2021-10-06,1,30,Sep_2021,Oct_2021,fall,28.58652,FTS,FTS_tank1,FTS_colony6,0,12,0,0,NA
2021-10-07,2,30,Sep_2021,Oct_2021,fall,28.39706,FTS,FTS_tank1,FTS_colony6,0,24,0,0,NA
2021-10-08,3,30,Sep_2021,Oct_2021,fall,28.74995,FTS,FTS_tank1,FTS_colony6,0,36,0,0,NA
2021-10-09,4,30,Sep_2021,Oct_2021,fall,28.41373,FTS,FTS_tank1,FTS_colony6,NA,48,NA,0,NA
2021-10-10,5,30,Sep_2021,Oct_2021,fall,28.55128,FTS,FTS_tank1,FTS_colony6,NA,60,NA,0,NA
2021-10-11,6,30,Sep_2021,Oct_2021,fall,28.58178,FTS,FTS_tank1,FTS_colony6,NA,72,NA,0,NA
2021-10-12,7,30,Sep_2021,Oct_2021,fall,28.69438,FTS,FTS_tank1,FTS_colony6,0,84,0,0,NA
2021-10-13,8,30,Sep_2021,Oct_2021,fall,NA,FTS,FTS_tank1,FTS_colony6,0,96,0,0,NA
2021-10-14,9,30,Sep_2021,Oct_2021,fall,NA,FTS,FTS_tank1,FTS_colony6,0,108,0,0,NA
2021-10-15,10,30,Sep_2021,Oct_2021,fall,NA,FTS,FTS_tank1,FTS_colony6,0,120,0,0,NA
2021-10-16,11,30,Sep_2021,Oct_2021,fall,28.55681,FTS,FTS_tank1,FTS_colony6,NA,132,NA,0,NA
2021-10-17,12,30,Sep_2021,Oct_2021,fall,28.46635,FTS,FTS_tank1,FTS_colony6,NA,144,NA,0,NA
2021-10-18,13,30,Sep_2021,Oct_2021,fall,27.61953,FTS,FTS_tank1,FTS_colony6,NA,156,NA,0,NA
2021-10-19,14,30,Sep_2021,Oct_2021,fall,27.49633,FTS,FTS_tank1,FTS_colony6,0,168,0,0,NA
2021-10-20,15,30,Sep_2021,Oct_2021,fall,27.81167,FTS,FTS_tank1,FTS_colony6,0,180,0,0,NA
2021-10-21,16,30,Sep_2021,Oct_2021,fall,28.12806,FTS,FTS_tank1,FTS_colony6,0,192,0,0,NA
2021-10-22,17,30,Sep_2021,Oct_2021,fall,28.09235,FTS,FTS_tank1,FTS_colony6,0,204,0,0,NA
2021-10-23,18,30,Sep_2021,Oct_2021,fall,27.46351,FTS,FTS_tank1,FTS_colony6,0,216,0,0,NA
2021-10-24,19,30,Sep_2021,Oct_2021,fall,27.3379,FTS,FTS_tank1,FTS_colony6,0,228,0,0,NA
2021-10-25,20,30,Sep_2021,Oct_2021,fall,27.60573,FTS,FTS_tank1,FTS_colony6,0,240,0,0,NA
2021-10-26,21,30,Sep_2021,Oct_2021,fall,27.5217,FTS,FTS_tank1,FTS_colony6,NA,252,NA,0,NA
2021-10-27,22,30,Sep_2021,Oct_2021,fall,27.32014,FTS,FTS_tank1,FTS_colony6,NA,264,NA,0,NA
2021-10-28,23,30,Sep_2021,Oct_2021,fall,27.38159,FTS,FTS_tank1,FTS_colony6,0,276,0,0,NA
2021-10-29,24,30,Sep_2021,Oct_2021,fall,26.87832,FTS,FTS_tank1,FTS_colony6,0,288,0,0,NA
2021-10-30,25,30,Sep_2021,Oct_2021,fall,27.00436,FTS,FTS_tank1,FTS_colony6,0,300,0,0,NA
2021-10-31,26,30,Sep_2021,Oct_2021,fall,27.29199,FTS,FTS_tank1,FTS_colony6,0,312,0,0,NA
2021-11-01,27,30,Sep_2021,Oct_2021,fall,27.46831,FTS,FTS_tank1,FTS_colony6,0,324,0,0,NA
2021-11-02,28,30,Sep_2021,Oct_2021,fall,27.37681,FTS,FTS_tank1,FTS_colony6,0,336,0,0,NA
2021-11-03,29,30,Sep_2021,Oct_2021,fall,27.3535,FTS,FTS_tank1,FTS_colony6,14,348,14,14,348
2021-11-04,30,30,Sep_2021,Oct_2021,fall,27.51276,FTS,FTS_tank1,FTS_colony6,16,360,16,16,360
2021-11-05,1,29,Oct_2021,Nov_2021,fall,27.63242222,FTS,FTS_tank1,FTS_colony6,20,12.4137931,20,20,12.4137931
2021-11-06,2,29,Oct_2021,Nov_2021,fall,27.7721,FTS,FTS_tank1,FTS_colony6,14,24.82758621,14,14,24.82758621
2021-11-07,3,29,Oct_2021,Nov_2021,fall,28.13081,FTS,FTS_tank1,FTS_colony6,17,37.24137931,17,17,37.24137931
2021-11-08,4,29,Oct_2021,Nov_2021,fall,27.91046,FTS,FTS_tank1,FTS_colony6,50,49.65517241,50,50,49.65517241
2021-11-09,5,29,Oct_2021,Nov_2021,fall,26.57157,FTS,FTS_tank1,FTS_colony6,0,62.06896552,0,0,NA
2021-11-10,6,29,Oct_2021,Nov_2021,fall,25.74483,FTS,FTS_tank1,FTS_colony6,0,74.48275862,0,0,NA
2021-11-11,7,29,Oct_2021,Nov_2021,fall,25.3419,FTS,FTS_tank1,FTS_colony6,0,86.89655172,0,0,NA
2021-11-12,8,29,Oct_2021,Nov_2021,fall,25.20179,FTS,FTS_tank1,FTS_colony6,0,99.31034483,0,0,NA
2021-11-13,9,29,Oct_2021,Nov_2021,fall,25.21278,FTS,FTS_tank1,FTS_colony6,25,111.7241379,25,25,111.7241379
2021-11-14,10,29,Oct_2021,Nov_2021,fall,25.71646,FTS,FTS_tank1,FTS_colony6,27,124.137931,27,27,124.137931
2021-11-15,11,29,Oct_2021,Nov_2021,fall,25.87472,FTS,FTS_tank1,FTS_colony6,8,136.5517241,8,8,136.5517241
2021-11-16,12,29,Oct_2021,Nov_2021,fall,26.08838,FTS,FTS_tank1,FTS_colony6,9,148.9655172,9,9,148.9655172
2021-11-17,13,29,Oct_2021,Nov_2021,fall,26.28894,FTS,FTS_tank1,FTS_colony6,6,161.3793103,6,6,161.3793103
2021-11-18,14,29,Oct_2021,Nov_2021,fall,26.46056,FTS,FTS_tank1,FTS_colony6,17,173.7931034,17,17,173.7931034
2021-11-19,15,29,Oct_2021,Nov_2021,fall,26.91575,FTS,FTS_tank1,FTS_colony6,7,186.2068966,7,7,186.2068966
2021-11-20,16,29,Oct_2021,Nov_2021,fall,27.02056,FTS,FTS_tank1,FTS_colony6,8,198.6206897,8,8,198.6206897
2021-11-21,17,29,Oct_2021,Nov_2021,fall,26.99469,FTS,FTS_tank1,FTS_colony6,17,211.0344828,17,17,211.0344828
2021-11-22,18,29,Oct_2021,Nov_2021,fall,26.96747,FTS,FTS_tank1,FTS_colony6,28,223.4482759,28,28,223.4482759
2021-11-23,19,29,Oct_2021,Nov_2021,fall,25.90114,FTS,FTS_tank1,FTS_colony6,36,235.862069,36,36,235.862069
2021-11-24,20,29,Oct_2021,Nov_2021,fall,25.30351,FTS,FTS_tank1,FTS_colony6,15,248.2758621,15,15,248.2758621
2021-11-25,21,29,Oct_2021,Nov_2021,fall,25.41802,FTS,FTS_tank1,FTS_colony6,24,260.6896552,24,24,260.6896552
2021-11-26,22,29,Oct_2021,Nov_2021,fall,25.82534,FTS,FTS_tank1,FTS_colony6,NA,273.1034483,NA,0,NA
2021-11-27,23,29,Oct_2021,Nov_2021,fall,25.85688,FTS,FTS_tank1,FTS_colony6,NA,285.5172414,NA,0,NA
2021-11-28,24,29,Oct_2021,Nov_2021,fall,25.52993,FTS,FTS_tank1,FTS_colony6,0,297.9310345,0,0,NA
2021-11-29,25,29,Oct_2021,Nov_2021,fall,25.64152,FTS,FTS_tank1,FTS_colony6,0,310.3448276,0,0,NA
2021-11-30,26,29,Oct_2021,Nov_2021,fall,25.84433,FTS,FTS_tank1,FTS_colony6,0,322.7586207,0,0,NA
2021-12-01,27,29,Oct_2021,Nov_2021,fall,25.15947,FTS,FTS_tank1,FTS_colony6,0,335.1724138,0,0,NA
2021-12-02,28,29,Oct_2021,Nov_2021,fall,23.90678,FTS,FTS_tank1,FTS_colony6,0,347.5862069,0,0,NA
2021-12-03,29,29,Oct_2021,Nov_2021,fall,23.93691,FTS,FTS_tank1,FTS_colony6,0,360,0,0,NA
2021-12-04,1,30,Nov_2021,Dec_2021,winter,23.49354861,FTS,FTS_tank1,FTS_colony6,0,12,0,0,NA
2021-12-05,2,30,Nov_2021,Dec_2021,winter,23.96437,FTS,FTS_tank1,FTS_colony6,0,24,0,0,NA
2021-12-06,3,30,Nov_2021,Dec_2021,winter,24.49574,FTS,FTS_tank1,FTS_colony6,2,36,0,0,NA
2021-12-07,4,30,Nov_2021,Dec_2021,winter,25.03888,FTS,FTS_tank1,FTS_colony6,0,48,0,0,NA
2021-12-08,5,30,Nov_2021,Dec_2021,winter,24.4621,FTS,FTS_tank1,FTS_colony6,0,60,0,0,NA
2021-12-09,6,30,Nov_2021,Dec_2021,winter,24.43458,FTS,FTS_tank1,FTS_colony6,0,72,0,0,NA
2021-12-10,7,30,Nov_2021,Dec_2021,winter,24.71914,FTS,FTS_tank1,FTS_colony6,0,84,0,0,NA
2021-12-11,8,30,Nov_2021,Dec_2021,winter,24.91133,FTS,FTS_tank1,FTS_colony6,0,96,0,0,NA
2021-12-12,9,30,Nov_2021,Dec_2021,winter,25.25299,FTS,FTS_tank1,FTS_colony6,0,108,0,0,NA
2021-12-13,10,30,Nov_2021,Dec_2021,winter,25.21728,FTS,FTS_tank1,FTS_colony6,29,120,29,29,120
2021-12-14,11,30,Nov_2021,Dec_2021,winter,24.91641,FTS,FTS_tank1,FTS_colony6,0,132,0,0,NA
2021-12-15,12,30,Nov_2021,Dec_2021,winter,25.01158,FTS,FTS_tank1,FTS_colony6,3,144,0,0,NA
2021-12-16,13,30,Nov_2021,Dec_2021,winter,25.21594,FTS,FTS_tank1,FTS_colony6,280,156,280,280,156
2021-12-17,14,30,Nov_2021,Dec_2021,winter,25.2833,FTS,FTS_tank1,FTS_colony6,184,168,184,184,168
2021-12-18,15,30,Nov_2021,Dec_2021,winter,24.03163,FTS,FTS_tank1,FTS_colony6,17,180,17,17,180
2021-12-19,16,30,Nov_2021,Dec_2021,winter,23.17467,FTS,FTS_tank1,FTS_colony6,79,192,79,79,192
2021-12-20,17,30,Nov_2021,Dec_2021,winter,23.20467,FTS,FTS_tank1,FTS_colony6,7,204,7,7,204
2021-12-21,18,30,Nov_2021,Dec_2021,winter,24.02756,FTS,FTS_tank1,FTS_colony6,0,216,0,0,NA
2021-12-22,19,30,Nov_2021,Dec_2021,winter,25.1239,FTS,FTS_tank1,FTS_colony6,0,228,0,0,NA
2021-12-23,20,30,Nov_2021,Dec_2021,winter,25.13174,FTS,FTS_tank1,FTS_colony6,0,240,0,0,NA
2021-12-24,21,30,Nov_2021,Dec_2021,winter,25.37895,FTS,FTS_tank1,FTS_colony6,0,252,0,0,NA
2021-12-25,22,30,Nov_2021,Dec_2021,winter,25.4416,FTS,FTS_tank1,FTS_colony6,0,264,0,0,NA
2021-12-26,23,30,Nov_2021,Dec_2021,winter,24.19349,FTS,FTS_tank1,FTS_colony6,0,276,0,0,NA
2021-12-27,24,30,Nov_2021,Dec_2021,winter,22.91348,FTS,FTS_tank1,FTS_colony6,0,288,0,0,NA
2021-12-28,25,30,Nov_2021,Dec_2021,winter,23.18878,FTS,FTS_tank1,FTS_colony6,0,300,0,0,NA
2021-12-29,26,30,Nov_2021,Dec_2021,winter,23.88417,FTS,FTS_tank1,FTS_colony6,0,312,0,0,NA
2021-12-30,27,30,Nov_2021,Dec_2021,winter,24.14023,FTS,FTS_tank1,FTS_colony6,0,324,0,0,NA
2021-12-31,28,30,Nov_2021,Dec_2021,winter,23.62345,FTS,FTS_tank1,FTS_colony6,0,336,0,0,NA
2022-01-01,29,30,Nov_2021,Dec_2021,winter,23.69426,FTS,FTS_tank1,FTS_colony6,0,348,0,0,NA
2022-01-02,30,30,Nov_2021,Dec_2021,winter,24.01513,FTS,FTS_tank1,FTS_colony6,0,360,0,0,NA
2022-01-03,1,29,Dec_2021,Jan_2022,winter,24.30240741,FTS,FTS_tank1,FTS_colony6,0,12.4137931,0,0,NA
2022-01-04,2,29,Dec_2021,Jan_2022,winter,24.40445833,FTS,FTS_tank1,FTS_colony6,0,24.82758621,0,0,NA
2022-01-05,3,29,Dec_2021,Jan_2022,winter,24.53327083,FTS,FTS_tank1,FTS_colony6,0,37.24137931,0,0,NA
2022-01-06,4,29,Dec_2021,Jan_2022,winter,24.75409722,FTS,FTS_tank1,FTS_colony6,0,49.65517241,0,0,NA
2022-01-07,5,29,Dec_2021,Jan_2022,winter,24.23461806,FTS,FTS_tank1,FTS_colony6,NA,62.06896552,NA,0,NA
2022-01-08,6,29,Dec_2021,Jan_2022,winter,23.98775694,FTS,FTS_tank1,FTS_colony6,NA,74.48275862,NA,0,NA
2022-01-09,7,29,Dec_2021,Jan_2022,winter,23.98763889,FTS,FTS_tank1,FTS_colony6,NA,86.89655172,NA,0,NA
2022-01-10,8,29,Dec_2021,Jan_2022,winter,24.213875,FTS,FTS_tank1,FTS_colony6,NA,99.31034483,NA,0,NA
2022-01-11,9,29,Dec_2021,Jan_2022,winter,24.18050694,FTS,FTS_tank1,FTS_colony6,0,111.7241379,0,0,NA
2022-01-12,10,29,Dec_2021,Jan_2022,winter,23.12401389,FTS,FTS_tank1,FTS_colony6,0,124.137931,0,0,NA
2022-01-13,11,29,Dec_2021,Jan_2022,winter,23.18067361,FTS,FTS_tank1,FTS_colony6,0,136.5517241,0,0,NA
2022-01-14,12,29,Dec_2021,Jan_2022,winter,23.022,FTS,FTS_tank1,FTS_colony6,19,148.9655172,19,19,148.9655172
2022-01-15,13,29,Dec_2021,Jan_2022,winter,23.38040278,FTS,FTS_tank1,FTS_colony6,9,161.3793103,9,9,161.3793103
2022-01-16,14,29,Dec_2021,Jan_2022,winter,24.05397917,FTS,FTS_tank1,FTS_colony6,19,173.7931034,19,19,173.7931034
2022-01-17,15,29,Dec_2021,Jan_2022,winter,24.58424306,FTS,FTS_tank1,FTS_colony6,1,186.2068966,0,0,NA
2022-01-18,16,29,Dec_2021,Jan_2022,winter,24.85676389,FTS,FTS_tank1,FTS_colony6,NA,198.6206897,NA,0,NA
2022-01-19,17,29,Dec_2021,Jan_2022,winter,24.8050625,FTS,FTS_tank1,FTS_colony6,0,211.0344828,0,0,NA
2022-01-20,18,29,Dec_2021,Jan_2022,winter,24.79322222,FTS,FTS_tank1,FTS_colony6,0,223.4482759,0,0,NA
2022-01-21,19,29,Dec_2021,Jan_2022,winter,24.51846528,FTS,FTS_tank1,FTS_colony6,0,235.862069,0,0,NA
2022-01-22,20,29,Dec_2021,Jan_2022,winter,24.62388194,FTS,FTS_tank1,FTS_colony6,0,248.2758621,0,0,NA
2022-01-23,21,29,Dec_2021,Jan_2022,winter,25.22639583,FTS,FTS_tank1,FTS_colony6,0,260.6896552,0,0,NA
2022-01-24,22,29,Dec_2021,Jan_2022,winter,25.72054861,FTS,FTS_tank1,FTS_colony6,0,273.1034483,0,0,NA
2022-01-25,23,29,Dec_2021,Jan_2022,winter,25.50896528,FTS,FTS_tank1,FTS_colony6,0,285.5172414,0,0,NA
2022-01-26,24,29,Dec_2021,Jan_2022,winter,25.59621528,FTS,FTS_tank1,FTS_colony6,0,297.9310345,0,0,NA
2022-01-27,25,29,Dec_2021,Jan_2022,winter,25.92744444,FTS,FTS_tank1,FTS_colony6,0,310.3448276,0,0,NA
2022-01-28,26,29,Dec_2021,Jan_2022,winter,25.93343056,FTS,FTS_tank1,FTS_colony6,0,322.7586207,0,0,NA
2022-01-29,27,29,Dec_2021,Jan_2022,winter,25.76244444,FTS,FTS_tank1,FTS_colony6,NA,335.1724138,NA,0,NA
2022-01-30,28,29,Dec_2021,Jan_2022,winter,25.46788194,FTS,FTS_tank1,FTS_colony6,NA,347.5862069,NA,0,NA
2022-01-31,29,29,Dec_2021,Jan_2022,winter,24.49836806,FTS,FTS_tank1,FTS_colony6,NA,360,NA,0,NA
2022-02-01,1,30,Jan_2022,Feb_2022,winter,24.09675,FTS,FTS_tank1,FTS_colony6,NA,12,NA,0,NA
2022-02-02,2,30,Jan_2022,Feb_2022,winter,24.7279375,FTS,FTS_tank1,FTS_colony6,NA,24,NA,0,NA
2022-02-03,3,30,Jan_2022,Feb_2022,winter,25.42688889,FTS,FTS_tank1,FTS_colony6,NA,36,NA,0,NA
2022-02-04,4,30,Jan_2022,Feb_2022,winter,25.64614583,FTS,FTS_tank1,FTS_colony6,NA,48,NA,0,NA
2022-02-05,5,30,Jan_2022,Feb_2022,winter,24.95153472,FTS,FTS_tank1,FTS_colony6,NA,60,NA,0,NA
2022-02-06,6,30,Jan_2022,Feb_2022,winter,24.5466875,FTS,FTS_tank1,FTS_colony6,NA,72,NA,0,NA
2022-02-07,7,30,Jan_2022,Feb_2022,winter,24.34090909,FTS,FTS_tank1,FTS_colony6,NA,84,NA,0,NA
2022-02-08,8,30,Jan_2022,Feb_2022,winter,24.82717361,FTS,FTS_tank1,FTS_colony6,35,96,35,35,96
2022-02-09,9,30,Jan_2022,Feb_2022,winter,24.79769444,FTS,FTS_tank1,FTS_colony6,1,108,0,0,NA
2022-02-10,10,30,Jan_2022,Feb_2022,winter,25.19505556,FTS,FTS_tank1,FTS_colony6,107,120,107,107,120
2022-02-11,11,30,Jan_2022,Feb_2022,winter,25.52459028,FTS,FTS_tank1,FTS_colony6,65,132,65,65,132
2022-02-12,12,30,Jan_2022,Feb_2022,winter,25.80559028,FTS,FTS_tank1,FTS_colony6,19,144,19,19,144
2022-02-13,13,30,Jan_2022,Feb_2022,winter,26.01665972,FTS,FTS_tank1,FTS_colony6,9,156,9,9,156
2022-02-14,14,30,Jan_2022,Feb_2022,winter,25.95385417,FTS,FTS_tank1,FTS_colony6,0,168,0,0,NA
2022-02-15,15,30,Jan_2022,Feb_2022,winter,25.00463889,FTS,FTS_tank1,FTS_colony6,0,180,0,0,NA
2022-02-16,16,30,Jan_2022,Feb_2022,winter,25.06852778,FTS,FTS_tank1,FTS_colony6,0,192,0,0,NA
2022-02-17,17,30,Jan_2022,Feb_2022,winter,25.19101389,FTS,FTS_tank1,FTS_colony6,0,204,0,0,NA
2022-02-18,18,30,Jan_2022,Feb_2022,winter,25.38972917,FTS,FTS_tank1,FTS_colony6,0,216,0,0,NA
2022-02-19,19,30,Jan_2022,Feb_2022,winter,25.66438194,FTS,FTS_tank1,FTS_colony6,NA,228,NA,0,NA
2022-02-20,20,30,Jan_2022,Feb_2022,winter,24.13718056,FTS,FTS_tank1,FTS_colony6,NA,240,NA,0,NA
2022-02-21,21,30,Jan_2022,Feb_2022,winter,22.77386111,FTS,FTS_tank1,FTS_colony6,0,252,0,0,NA
2022-02-22,22,30,Jan_2022,Feb_2022,winter,22.97027083,FTS,FTS_tank1,FTS_colony6,0,264,0,0,NA
2022-02-23,23,30,Jan_2022,Feb_2022,winter,23.84741667,FTS,FTS_tank1,FTS_colony6,0,276,0,0,NA
2022-02-24,24,30,Jan_2022,Feb_2022,winter,23.68166667,FTS,FTS_tank1,FTS_colony6,0,288,0,0,NA
2022-02-25,25,30,Jan_2022,Feb_2022,winter,23.69356944,FTS,FTS_tank1,FTS_colony6,0,300,0,0,NA
2022-02-26,26,30,Jan_2022,Feb_2022,winter,24.40854861,FTS,FTS_tank1,FTS_colony6,NA,312,NA,0,NA
2022-02-27,27,30,Jan_2022,Feb_2022,winter,24.95166667,FTS,FTS_tank1,FTS_colony6,NA,324,NA,0,NA
2022-02-28,28,30,Jan_2022,Feb_2022,winter,25.15802083,FTS,FTS_tank1,FTS_colony6,NA,336,NA,0,NA
2022-03-01,29,30,Jan_2022,Feb_2022,winter,25.47527778,FTS,FTS_tank1,FTS_colony6,NA,348,NA,0,NA
2022-03-02,30,30,Jan_2022,Feb_2022,winter,25.28372727,FTS,FTS_tank1,FTS_colony6,0,360,0,0,NA
2021-03-13,1,30,Feb_2021,Mar_2021,spring,NA,FTS,FTS_tank3,FTS_colony7,0,12,0,0,NA
2021-03-14,2,30,Feb_2021,Mar_2021,spring,NA,FTS,FTS_tank3,FTS_colony7,0,24,0,0,NA
2021-03-15,3,30,Feb_2021,Mar_2021,spring,NA,FTS,FTS_tank3,FTS_colony7,0,36,0,0,NA
2021-03-16,4,30,Feb_2021,Mar_2021,spring,NA,FTS,FTS_tank3,FTS_colony7,0,48,0,0,NA
2021-03-17,5,30,Feb_2021,Mar_2021,spring,NA,FTS,FTS_tank3,FTS_colony7,1,60,0,0,NA
2021-03-18,6,30,Feb_2021,Mar_2021,spring,NA,FTS,FTS_tank3,FTS_colony7,0,72,0,0,NA
2021-03-19,7,30,Feb_2021,Mar_2021,spring,NA,FTS,FTS_tank3,FTS_colony7,0,84,0,0,NA
2021-03-20,8,30,Feb_2021,Mar_2021,spring,NA,FTS,FTS_tank3,FTS_colony7,0,96,0,0,NA
2021-03-21,9,30,Feb_2021,Mar_2021,spring,NA,FTS,FTS_tank3,FTS_colony7,2,108,0,0,NA
2021-03-22,10,30,Feb_2021,Mar_2021,spring,NA,FTS,FTS_tank3,FTS_colony7,0,120,0,0,NA
2021-03-23,11,30,Feb_2021,Mar_2021,spring,NA,FTS,FTS_tank3,FTS_colony7,1,132,0,0,NA
2021-03-24,12,30,Feb_2021,Mar_2021,spring,NA,FTS,FTS_tank3,FTS_colony7,0,144,0,0,NA
2021-03-25,13,30,Feb_2021,Mar_2021,spring,NA,FTS,FTS_tank3,FTS_colony7,0,156,0,0,NA
2021-03-26,14,30,Feb_2021,Mar_2021,spring,NA,FTS,FTS_tank3,FTS_colony7,0,168,0,0,NA
2021-03-27,15,30,Feb_2021,Mar_2021,spring,NA,FTS,FTS_tank3,FTS_colony7,0,180,0,0,NA
2021-03-28,16,30,Feb_2021,Mar_2021,spring,NA,FTS,FTS_tank3,FTS_colony7,0,192,0,0,NA
2021-03-29,17,30,Feb_2021,Mar_2021,spring,NA,FTS,FTS_tank3,FTS_colony7,0,204,0,0,NA
2021-03-30,18,30,Feb_2021,Mar_2021,spring,NA,FTS,FTS_tank3,FTS_colony7,0,216,0,0,NA
2021-03-31,19,30,Feb_2021,Mar_2021,spring,NA,FTS,FTS_tank3,FTS_colony7,0,228,0,0,NA
2021-04-01,20,30,Feb_2021,Mar_2021,spring,NA,FTS,FTS_tank3,FTS_colony7,0,240,0,0,NA
2021-04-02,21,30,Feb_2021,Mar_2021,spring,NA,FTS,FTS_tank3,FTS_colony7,0,252,0,0,NA
2021-04-03,22,30,Feb_2021,Mar_2021,spring,NA,FTS,FTS_tank3,FTS_colony7,0,264,0,0,NA
2021-04-04,23,30,Feb_2021,Mar_2021,spring,NA,FTS,FTS_tank3,FTS_colony7,0,276,0,0,NA
2021-04-05,24,30,Feb_2021,Mar_2021,spring,NA,FTS,FTS_tank3,FTS_colony7,0,288,0,0,NA
2021-04-06,25,30,Feb_2021,Mar_2021,spring,NA,FTS,FTS_tank3,FTS_colony7,0,300,0,0,NA
2021-04-07,26,30,Feb_2021,Mar_2021,spring,NA,FTS,FTS_tank3,FTS_colony7,0,312,0,0,NA
2021-04-08,27,30,Feb_2021,Mar_2021,spring,NA,FTS,FTS_tank3,FTS_colony7,0,324,0,0,NA
2021-04-09,28,30,Feb_2021,Mar_2021,spring,NA,FTS,FTS_tank3,FTS_colony7,0,336,0,0,NA
2021-04-10,29,30,Feb_2021,Mar_2021,spring,NA,FTS,FTS_tank3,FTS_colony7,0,348,0,0,NA
2021-04-11,30,30,Feb_2021,Mar_2021,spring,NA,FTS,FTS_tank3,FTS_colony7,0,360,0,0,NA
2021-04-12,1,30,Mar_2021,Apr_2021,spring,25.65767361,FTS,FTS_tank3,FTS_colony7,NA,12,NA,0,NA
2021-04-13,2,30,Mar_2021,Apr_2021,spring,25.60036111,FTS,FTS_tank3,FTS_colony7,NA,24,NA,0,NA
2021-04-14,3,30,Mar_2021,Apr_2021,spring,25.61856944,FTS,FTS_tank3,FTS_colony7,0,36,0,0,NA
2021-04-15,4,30,Mar_2021,Apr_2021,spring,25.67191667,FTS,FTS_tank3,FTS_colony7,0,48,0,0,NA
2021-04-16,5,30,Mar_2021,Apr_2021,spring,25.60168056,FTS,FTS_tank3,FTS_colony7,0,60,0,0,NA
2021-04-17,6,30,Mar_2021,Apr_2021,spring,25.64764583,FTS,FTS_tank3,FTS_colony7,0,72,0,0,NA
2021-04-18,7,30,Mar_2021,Apr_2021,spring,24.97425694,FTS,FTS_tank3,FTS_colony7,0,84,0,0,NA
2021-04-19,8,30,Mar_2021,Apr_2021,spring,24.49363194,FTS,FTS_tank3,FTS_colony7,0,96,0,0,NA
2021-04-20,9,30,Mar_2021,Apr_2021,spring,24.71979167,FTS,FTS_tank3,FTS_colony7,0,108,0,0,NA
2021-04-21,10,30,Mar_2021,Apr_2021,spring,25.28520833,FTS,FTS_tank3,FTS_colony7,0,120,0,0,NA
2021-04-22,11,30,Mar_2021,Apr_2021,spring,25.9484375,FTS,FTS_tank3,FTS_colony7,13,132,13,13,132
2021-04-23,12,30,Mar_2021,Apr_2021,spring,26.90654861,FTS,FTS_tank3,FTS_colony7,12,144,12,12,144
