Gregorian_date,lunar_day,number_lunar_days,lunar_month,Gregorian_month,season,mean_daily_temp,system,tank_id,colony_id,RO_<5 included,RT_angle_ALL,RO,RT_remove_NA,RT_angle
2021-04-18,7,30,Mar_2021,Apr_2021,spring,24.97425694,FTS,FTS_tank3,FTS_colony1,0,84,0,0,NA
2021-04-19,8,30,Mar_2021,Apr_2021,spring,24.49363194,FTS,FTS_tank3,FTS_colony1,1,96,0,0,NA
2021-04-20,9,30,Mar_2021,Apr_2021,spring,24.71979167,FTS,FTS_tank3,FTS_colony1,0,108,0,0,NA
2021-04-21,10,30,Mar_2021,Apr_2021,spring,25.28520833,FTS,FTS_tank3,FTS_colony1,0,120,0,0,NA
2021-04-22,11,30,Mar_2021,Apr_2021,spring,25.9484375,FTS,FTS_tank3,FTS_colony1,0,132,0,0,NA
2021-04-23,12,30,Mar_2021,Apr_2021,spring,26.90654861,FTS,FTS_tank3,FTS_colony1,2,144,0,0,NA
2021-04-24,13,30,Mar_2021,Apr_2021,spring,26.79393056,FTS,FTS_tank3,FTS_colony1,0,156,0,0,NA
2021-04-25,14,30,Mar_2021,Apr_2021,spring,26.30047222,FTS,FTS_tank3,FTS_colony1,0,168,0,0,NA
2021-04-26,15,30,Mar_2021,Apr_2021,spring,26.30047222,FTS,FTS_tank3,FTS_colony1,4,180,0,0,NA
2021-04-27,16,30,Mar_2021,Apr_2021,spring,25.473625,FTS,FTS_tank3,FTS_colony1,0,192,0,0,NA
2021-04-28,17,30,Mar_2021,Apr_2021,spring,25.91054167,FTS,FTS_tank3,FTS_colony1,0,204,0,0,NA
2021-04-29,18,30,Mar_2021,Apr_2021,spring,26.24979861,FTS,FTS_tank3,FTS_colony1,0,216,0,0,NA
2021-04-30,19,30,Mar_2021,Apr_2021,spring,26.24509028,FTS,FTS_tank3,FTS_colony1,0,228,0,0,NA
2021-05-01,20,30,Mar_2021,Apr_2021,spring,26.54939583,FTS,FTS_tank3,FTS_colony1,0,240,0,0,NA
2021-05-02,21,30,Mar_2021,Apr_2021,spring,26.58208333,FTS,FTS_tank3,FTS_colony1,0,252,0,0,NA
2021-05-03,22,30,Mar_2021,Apr_2021,spring,26.69797222,FTS,FTS_tank3,FTS_colony1,0,264,0,0,NA
2021-05-04,23,30,Mar_2021,Apr_2021,spring,26.68054167,FTS,FTS_tank3,FTS_colony1,0,276,0,0,NA
